date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:09	35208/35208	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-8988%22	https://rsms.me/inter/font-files/Inter-roman.cyrillic.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.cyrillic.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:10	29580/29580	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-738c%22	https://rsms.me/inter/font-files/Inter-roman.greek.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.greek.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:11	9416/9416	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-24c8%22	https://rsms.me/inter/font-files/Inter-roman.vietnamese.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.vietnamese.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:11	62604/62604	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-f48c%22	https://rsms.me/inter/font-files/Inter-roman.latin-ext.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.latin-ext.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:12	51896/51896	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-cab8%22	https://rsms.me/inter/font-files/Inter-roman.latin.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.latin.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:12	46292/46292	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-b4d4%22	https://rsms.me/inter/font-files/Inter.extra.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.extra.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:13	46292/46292	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-b4d4%22	https://rsms.me/inter/font-files/Inter.alternates.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.alternates.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:13	28320/28320	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-6ea0%22	https://rsms.me/inter/font-files/Inter.symbols.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.symbols.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:14	50696/50696	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-c608%22	https://rsms.me/inter/font-files/Inter.cyrillic.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.cyrillic.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:14	42320/42320	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-a550%22	https://rsms.me/inter/font-files/Inter.greek.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.greek.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:16	12828/12828	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-321c%22	https://rsms.me/inter/font-files/Inter.vietnamese.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.vietnamese.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:17	89780/89780	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-15eb4%22	https://rsms.me/inter/font-files/Inter.latin-ext.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.latin-ext.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:17	74732/74732	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-123ec%22	https://rsms.me/inter/font-files/Inter.latin.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter.latin.var57a3.woff2	(from https://rsms.me/inter/inter.css)
